timestamp,seed_record_id,direction,candidate_title,candidate_authors,candidate_year,candidate_venue,candidate_id_type,candidate_id_value,candidate_url,decision,reason,notes,source_file
2026-03-03T22:50:30,A015,backward,,,,,url,https://arxiv.org/abs/2505.11122,https://arxiv.org/abs/2505.11122,include,Imported as A032,"p/AAAI/article/view/33365. Yu Shi, Yitong Duan, and Jian Li. Navigating the alpha jungle: An llm-powered mcts framework for formulaic factor mining, 2025b. URL https://arxiv.org/abs/2505.11122. 12

EFS: Evolutionary Factor Searching for Sparse Portfolio Optimization Using Large Language Models Ziyi Tang, Zechuan Chen, Jiarui Yang, Jiayao Mai, Yongsen",papers/md/2507.17211v1.md
2026-03-03T22:50:30,A015,backward,,,,,url,https://github.com/ai4co/reevo,https://github.com/ai4co/reevo,exclude,Non-finance LLM hyper-heuristics repo reference; excluded.,"Park, and Guojie Song. Reevo: Large language models as hyper-heuristics with reflective evolution. In Advances in Neural Information Processing Systems, 2024. https://github.com/ai4co/reevo. Shuo Yu, Hongyan Xue, Xiang Ao, Feiyang Pan, Jia He, Dandan Tu, and Qing He. Generating synergistic formulaic alpha collections via reinforcement learning. In",papers/md/2507.17211v1.md
2026-03-03T22:50:30,A015,backward,,,,,url,https://ojs.aaai.org/index.php/AAAI/,https://ojs.aaai.org/index.php/AAAI/,exclude,Generic venue index page (not a paper),"using large language model. Proceedings of the AAAI Conference on Artificial Intelligence, 39(25):27144– 27152, Apr. 2025. doi: 10.1609/aaai.v39i25.34922. URL https://ojs.aaai.org/index.php/AAAI/ article/view/34922. Haoran Ye, Jiarui Wang, Zhiguang Cao, Federico Berto, Chuanbo Hua, Haeyeon Kim, Jinkyoo Park, and Guojie Song. Reevo: Large language models",papers/md/2507.17211v1.md
2026-03-03T22:50:30,A015,backward,,,,,url,https://ojs.aaai.org/index.php/AAAI/article/view/33365,https://ojs.aaai.org/index.php/AAAI/article/view/33365,include,Imported as A042,"ine formulaic alpha factors. Proceedings of the AAAI Conference on Artificial Intelligence, 39(12):12524–12532, Apr. 2025a. doi: 10.1609/aaai.v39i12.33365. URL https://ojs.aaai.org/index.php/AAAI/article/view/33365. Yu Shi, Yitong Duan, and Jian Li. Navigating the alpha jungle: An llm-powered mcts framework for formulaic factor mining, 2025b. URL https://arxiv.org/abs/2505",papers/md/2507.17211v1.md
2026-03-03T22:50:30,A015,backward,,,,,url,https://proceedings.mlr.press/v235/,https://proceedings.mlr.press/v235/,exclude,Generic proceedings index page (not a paper),"of the 41st International Conference on Machine Learning, volume 235 of Proceedings of Machine Learning Research, pages 32201–32223. PMLR, 21–27 Jul 2024. URL https://proceedings.mlr.press/v235/ liu24bs.html. Yuqi Nie, Yaxuan Kong, Xiaowen Dong, John M Mulvey, H Vincent Poor, Qingsong Wen, and Stefan Zohren. A survey of large language models for financ",papers/md/2507.17211v1.md
2026-03-03T22:50:30,A015,backward,,,,,url,https://proceedings.mlr.press/v235/lin24w.html,https://proceedings.mlr.press/v235/lin24w.html,include,Imported as A047,"of the 41st International Conference on Machine Learning, volume 235 of Proceedings of Machine Learning Research, pages 30440–30456. PMLR, 21–27 Jul 2024b. URL https://proceedings.mlr.press/v235/lin24w.html. Fei Liu, Tong Xialiang, Mingxuan Yuan, Xi Lin, Fu Luo, Zhenkun Wang, Zhichao Lu, and Qingfu Zhang. Evolution of heuristics: Towards efficient automatic algorit",papers/md/2507.17211v1.md
2026-03-03T22:50:30,A021,backward,,,,,url,https://github,https://github,exclude,Non-finance / broken reference in refs (LLM model reports or unrelated benchmarks like ancient pottery); excluded.,"nancial corpora to enhance domain sensitivrisk handling compared to existing baselines. ity. Meanwhile, large-scale pretrained models Code will be available at https://github. such as BloombergGPT (Wu et al., 2023), Xucom/AIGeeksGroup/WebCryptoAgent. anYuan 2.0 (Zhang et al., 2023b), and Fin-T5 (Lu et al., 2023) have demonstrated tha",papers/md/2601.04687v1 (1).md
2026-03-03T22:52:09,A013,backward,,,,,arxiv,1504.04909,https://arxiv.org/abs/1504.04909,exclude,General AI/agent reference (non-finance); excluded for agentic trading snowballing.,"ystems and portfolios. Journal of forecasting 17(5-6), 441–470 (1998) 19. Mouret, J.B., Clune, J.: Illuminating search spaces by mapping elites. arXiv preprint arXiv:1504.04909 (2015) 20. Perez, D., Samothrakis, S., Lucas, S.: Online and offline learning in multi-objective monte carlo tree search. In: Conference on computational intel",papers/md/ssrn-5889762.md
2026-03-03T22:52:09,A013,backward,,,,,arxiv,1905.10985,https://arxiv.org/abs/1905.10985,exclude,General AI/agent reference (non-finance); excluded for agentic trading snowballing.,"int arXiv:2107.03374 (2021) 5. Clune, J.: AI-GAs: AI-generating algorithms, an alternate paradigm for producing general artificial intelligence. arXiv preprint arXiv:1905.10985 (2019) 6. Contreras, I., Hidalgo, J.I., Nunez-Letamendia, L.: A hybrid automated trading system based on multi-objective grammatical evolution. Journal of Inte",papers/md/ssrn-5889762.md
2026-03-03T22:52:09,A013,backward,,,,,arxiv,2107.03374,https://arxiv.org/abs/2107.03374,exclude,General AI/agent reference (non-finance); excluded for agentic trading snowballing.,", Mayer, K., Welinder, P., McGrew, B., Amodei, D., McCandlish, S., Sutskever, I., Zaremba, W.: Evaluating large language models trained on code. arXiv preprint arXiv:2107.03374 (2021) 5. Clune, J.: AI-GAs: AI-generating algorithms, an alternate paradigm for producing general artificial intelligence. arXiv preprint arXiv:1905.10985 (20",papers/md/ssrn-5889762.md
2026-03-03T22:52:09,A013,backward,,,,,arxiv,2305.16291,https://arxiv.org/abs/2305.16291,exclude,General AI/agent reference (non-finance); excluded for agentic trading snowballing.,"Xie, Y., Jiang, Y., Mandlekar, A., Xiao, C., Zhu, Y., Fan, L., Anandkumar, A.: Voyager: An open-ended embodied agent with large language models. arXiv preprint arXiv:2305.16291 (2023) 27. Wang, R., Lehman, J., Clune, J., Stanley, K.O.: POET: open-ended coevolution of environments and their optimized solutions. In: The genetic and evol",papers/md/ssrn-5889762.md
2026-03-03T22:52:09,A013,backward,,,,,arxiv,2505.22954,https://arxiv.org/abs/2505.22954,exclude,General AI/agent reference (non-finance); excluded for agentic trading snowballing.,"(9), 1423– 1447 (1999) 29. Zhang, J., Hu, S., Lu, C., Lange, R., Clune, J.: Darwin Gödel Machine: Open-ended evolution of self-improving agents. arXiv preprint arXiv:2505.22954 (2025)",papers/md/ssrn-5889762.md
2026-03-03T22:52:09,A015,backward,,,,,arxiv,2306.11025,https://arxiv.org/abs/2306.11025,include,Imported as A038,"Xinli Yu, Zheng Chen, Yuan Ling, Shujing Dong, Zongyi Liu, and Yanbin Lu. Temporal data meets llm–explainable financial time series forecasting. arXiv preprint arXiv:2306.11025, 2023b. Xinli Yu, Zheng Chen, and Yanbin Lu. Harnessing LLMs for temporal data - a study on explainable financial time series forecasting. In Mingxuan Wang and",papers/md/2507.17211v1.md
2026-03-03T22:52:09,A015,backward,,,,,arxiv,2406.11903,https://arxiv.org/abs/2406.11903,include,Imported as A037,"Vincent Poor, Qingsong Wen, and Stefan Zohren. A survey of large language models for financial applications: Progress, prospects and challenges. arXiv preprint arXiv:2406.11903, 2024. Hao Shi, Weili Song, Xinting Zhang, Jiahe Shi, Cuicui Luo, Xiang Ao, Hamid Arian, and Luis Angel Seco. Alphaforge: A framework to mine and dynamically c",papers/md/2507.17211v1.md
2026-03-03T22:52:09,A015,backward,,,,,doi,10.1609/aaai.v39i12.33365,https://doi.org/10.1609/aaai.v39i12.33365,include,Imported as A042,"rk to mine and dynamically combine formulaic alpha factors. Proceedings of the AAAI Conference on Artificial Intelligence, 39(12):12524–12532, Apr. 2025a. doi: 10.1609/aaai.v39i12.33365. URL https://ojs.aaai.org/index.php/AAAI/article/view/33365. Yu Shi, Yitong Duan, and Jian Li. Navigating the alpha jungle: An llm-powered mcts framework for f",papers/md/2507.17211v1.md
2026-03-03T22:52:09,A015,backward,,,,,doi,10.1609/aaai.v39i25.34922,https://doi.org/10.1609/aaai.v39i25.34922,exclude,Heuristic optimization (non-finance trading system); excluded.,"bjective evolution of heuristic using large language model. Proceedings of the AAAI Conference on Artificial Intelligence, 39(25):27144– 27152, Apr. 2025. doi: 10.1609/aaai.v39i25.34922. URL https://ojs.aaai.org/index.php/AAAI/ article/view/34922. Haoran Ye, Jiarui Wang, Zhiguang Cao, Federico Berto, Chuanbo Hua, Haeyeon Kim, Jinkyoo Park, and",papers/md/2507.17211v1.md
2026-03-03T22:52:09,A015,backward,,,,,doi,10.18653/v1/2023.emnlp-industry.69,https://doi.org/10.18653/v1/2023.emnlp-industry.69,include,Duplicate/published version of A038 (arXiv:2306.11025),"on Empirical Methods in Natural Language Processing: Industry Track, pages 739–753, Singapore, December 2023c. Association for Computational Linguistics. doi: 10.18653/v1/2023.emnlp-industry.69. URL https://aclanthology.org/2023.emnlp-industry.69/. Yangyang Yu, Zhiyuan Yao, Haohang Li, Zhiyang Deng, YuechePn Jiang, Yupeng Cao, Zhi Chen, Jordan Suchow,",papers/md/2507.17211v1.md
2026-03-03T22:52:09,A015,backward,,,,,doi,10.18653/v1/2024.findings-acl.774,https://doi.org/10.18653/v1/2024.findings-acl.774,include,Imported as A046,"of the Association for Computational Linguistics: ACL 2024, pages 13064–13087, Bangkok, Thailand, August 2024. Association for Computational Linguistics. doi: 10.18653/v1/2024.findings-acl.774. URL https://aclanthology.org/2024.findings-acl.774/. Joshua Brodie, Ingrid Daubechies, Christine De Mol, Domenico Giannone, and Ignace Loris. Sparse and stabl",papers/md/2507.17211v1.md
2026-03-03T22:52:09,A021,backward,,,,,arxiv,2205.01068,https://arxiv.org/abs/2205.01068,exclude,Non-finance / broken reference in refs (LLM model reports or unrelated benchmarks like ancient pottery); excluded.,"Shuster, Daniel Simig, Punit Singh Koura, Anjali Sridhar, Tianlu Wang, and Luke Zettlemoyer. 2022. Opt: Open pre-trained transformer language models. Preprint, arXiv:2205.01068. Xuanyu Zhang, Qing Yang, and Dongliang Xu. 2023b. Xuanyuan 2.0: A large chinese financial chat model with hundreds of billions parameters. Preprint, arXiv:230",papers/md/2601.04687v1 (1).md
2026-03-03T22:52:09,A021,backward,,,,,arxiv,2302.09432,https://arxiv.org/abs/2302.09432,include,Imported as A036,"nces construction of chinese financial domain pre-trained language model, corpus and benchmark. Preprint, Jinze Bai, Shuai Bai, Yunfei Chu, Zeyu Cui, Kai Dang, arXiv:2302.09432. Xiaodong Deng, Yang Fan, Wenbin Ge, Yu Han, Fei Huang, Binyuan Hui, Luo Ji, Mei Li, Junyang Lin, Jingwei Shi, Zeyu Zhang, Biao Wu, Yanjie Liang, Meng Runji Li",papers/md/2601.04687v1 (1).md
2026-03-03T22:52:09,A021,backward,,,,,arxiv,2303.11366,https://arxiv.org/abs/2303.11366,include,Imported as A035,"print, arXiv:2310.05627. Yao. 2023. Reflexion: Language agents with verbal reinforcement learning. arXiv preprint Georgios Fatouros, Konstantinos Metaxas, John arXiv:2303.11366. Soldatos, and Dimosthenis Kyriazis. 2024. Can large language models beat wall street? unveiling the po- Saizhuo Wang, Hang Yuan, Lionel M. Ni, and Jian Guo. t",papers/md/2601.04687v1 (1).md
2026-03-03T22:52:09,A021,backward,,,,,arxiv,2303.17564,https://arxiv.org/abs/2303.17564,include,Imported as A027,". badur, David Rosenberg, and Gideon Mann. 2023. Bloomberggpt: A large language model for finance. Kelvin J. L. Koa, Yunshan Ma, Ritchie Ng, and Tat- Preprint, arXiv:2303.17564. Seng Chua. 2024. Learning to generate explainable stock predictions using self-reflective large language Yijia Xiao, Edward Sun, Di Luo, and Wei Wang. 2025. m",papers/md/2601.04687v1 (1).md
2026-03-03T22:52:09,A021,backward,,,,,arxiv,2305.12002,https://arxiv.org/abs/2305.12002,include,Imported as A040,"205.01068. Xuanyu Zhang, Qing Yang, and Dongliang Xu. 2023b. Xuanyuan 2.0: A large chinese financial chat model with hundreds of billions parameters. Preprint, arXiv:2305.12002.",papers/md/2601.04687v1 (1).md
2026-03-03T22:52:09,A021,backward,,,,,arxiv,2306.05443,https://arxiv.org/abs/2306.05443,include,Imported as A033,"hao Lai, Min Peng, Alejandro Lopez-Lira, and Jimin Huang. 2023. Pixiu: A large language model, instruction data and evaluation benchmark for finance. Preprint, arXiv:2306.05443. Aiyuan Yang, Bin Xiao, Bingning Wang, Borong Zhang, Ce Bian, Chao Yin, Chenxu Lv, Da Pan, Dian Wang, Dong Yan, Fan Yang, Fei Deng, Feng Wang, Feng Liu, Guangw",papers/md/2601.04687v1 (1).md
2026-03-03T22:52:09,A021,backward,,,,,arxiv,2306.06031,https://arxiv.org/abs/2306.06031,include,Imported as A028,"models. Preprint, arXiv:2309.10305. Hongyang Yang, Xiao-Yang Liu, and Christina Dan Wang. 2023b. Fingpt: Open-source financial large language models. Preprint, arXiv:2306.06031. Yangyang Yu, Haohang Li, Zhi Chen, Yuechen Jiang, Yang Li, Denghui Zhang, Rong Liu, Jordan W. Suchow, and Khaldoun Khashanah. 2023. Finmem: A performance-enha",papers/md/2601.04687v1 (1).md
2026-03-03T22:52:09,A021,backward,,,,,arxiv,2306.12659,https://arxiv.org/abs/2306.12659,include,Imported as A029,"ongyang Yang, and Xiao-Yang Liu. 2023a. Instruct-fingpt: Financial sentiment analysis by instruction tuning of general-purpose large language models. Preprint, arXiv:2306.12659. Nonghai Zhang, Zeyu Zhang, Jiazi Wang, Yang Zhao, and Hao Tang. 2025a. Vasevqa-3d: Benchmarking 3d vlms on ancient greek pottery. arXiv preprint arXiv:2510.04",papers/md/2601.04687v1 (1).md
2026-03-03T22:52:09,A021,backward,,,,,arxiv,2308.00016,https://arxiv.org/abs/2308.00016,include,Imported as A025,"imodal agent and benchmark for ancient greek Human-ai interactive alpha mining for quantitative pottery. arXiv preprint arXiv:2509.17191. investment. Preprint, arXiv:2308.00016. Kemal Kirtac and Guido Germano. 2024. Sentiment Shijie Wu, Ozan Irsoy, Steven Lu, Vadim Dabravolski, trading with large language models. Finance Re- MarkDredz",papers/md/2601.04687v1 (1).md
2026-03-03T22:52:09,A021,backward,,,,,arxiv,2309.10305,https://arxiv.org/abs/2309.10305,exclude,Non-finance / broken reference in refs (LLM model reports or unrelated benchmarks like ancient pottery); excluded.,"eng Wang, Feng Liu, Guangwei Ai, Guosheng Dong, Haizhou Zhao, Hang Xu, Haoze Sun, and 36 others. 2023a. Baichuan 2: Open large-scale language models. Preprint, arXiv:2309.10305. Hongyang Yang, Xiao-Yang Liu, and Christina Dan Wang. 2023b. Fingpt: Open-source financial large language models. Preprint, arXiv:2306.06031. Yangyang Yu, Hao",papers/md/2601.04687v1 (1).md
2026-03-03T22:52:09,A021,backward,,,,,arxiv,2309.16609,https://arxiv.org/abs/2309.16609,exclude,Non-finance / broken reference in refs (LLM model reports or unrelated benchmarks like ancient pottery); excluded.,"Fang, Ling Chen, and Yang Zhao. 2025. PresentaKeming Lu, and 29 others. 2023. Qwen technical gent: Multimodal agent for presentation video genreport. Preprint, arXiv:2309.16609. eration. In Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing: Yujie Ding, Shuai Jia, Tianyi Ma, Bingcheng Mao, Xi- Syste",papers/md/2601.04687v1 (1).md
2026-03-03T22:52:09,A021,backward,,,,,arxiv,2310.05627,https://arxiv.org/abs/2310.05627,include,Imported as A001,"Shinn, Federico Cassano, Edward Berman, Ashlarge language models for enhanced stock return pre- win Gopinath, Karthik Narasimhan, and Shunyu diction. Preprint, arXiv:2310.05627. Yao. 2023. Reflexion: Language agents with verbal reinforcement learning. arXiv preprint Georgios Fatouros, Konstantinos Metaxas, John arXiv:2303.11366. Solda",papers/md/2601.04687v1 (1).md
2026-03-03T22:52:09,A021,backward,,,,,arxiv,2311.13743,https://arxiv.org/abs/2311.13743,include,Imported as A023,"Rong Liu, Jordan W. Suchow, and Khaldoun Khashanah. 2023. Finmem: A performance-enhanced llm trading agent with layered memory and character design. Preprint, arXiv:2311.13743. Boyu Zhang, Hongyang Yang, and Xiao-Yang Liu. 2023a. Instruct-fingpt: Financial sentiment analysis by instruction tuning of general-purpose large language mod",papers/md/2601.04687v1 (1).md
2026-03-03T22:52:09,A021,backward,,,,,arxiv,2402.03755,https://arxiv.org/abs/2402.03755,include,Imported as A026,"of ai in stock selection. Neural Computing 2024. Quantagent: Seeking holy grail in trading and Applications. by self-improving large language model. Preprint, arXiv:2402.03755. Jinchao Ge, Tengfei Cheng, Biao Wu, Zeyu Zhang, Shiya Huang, Judith Bishop, Gillian Shepherd, Meng Saizhuo Wang, Hang Yuan, Leon Zhou, Lionel M. Ni, Fang, Lin",papers/md/2601.04687v1 (1).md
2026-03-03T22:52:09,A021,backward,,,,,arxiv,2412.20138,https://arxiv.org/abs/2412.20138,include,Imported as A024,"nd Wei Wang. 2025. models. In Proceedings of the ACM Web Conference Tradingagents: Multi-agents llm financial trading 2024 (WWW ’24). ACM. framework. Preprint, arXiv:2412.20138. Qianqian Xie, Weiguang Han, Xiao Zhang, Yanzhao Lai, Min Peng, Alejandro Lopez-Lira, and Jimin Huang. 2023. Pixiu: A large language model, instruction data a",papers/md/2601.04687v1 (1).md
2026-03-03T22:52:09,A021,backward,,,,,arxiv,2509.17191,https://arxiv.org/abs/2509.17191,exclude,Non-finance / broken reference in refs (LLM model reports or unrelated benchmarks like ancient pottery); excluded.,"hum, and Jian Guo. 2023. Alpha-gpt: Multimodal agent and benchmark for ancient greek Human-ai interactive alpha mining for quantitative pottery. arXiv preprint arXiv:2509.17191. investment. Preprint, arXiv:2308.00016. Kemal Kirtac and Guido Germano. 2024. Sentiment Shijie Wu, Ozan Irsoy, Steven Lu, Vadim Dabravolski, trading with larg",papers/md/2601.04687v1 (1).md
2026-03-03T22:52:09,A021,backward,,,,,arxiv,2510.04479,https://arxiv.org/abs/2510.04479,exclude,Non-finance / broken reference in refs (LLM model reports or unrelated benchmarks like ancient pottery); excluded.,"iv:2306.12659. Nonghai Zhang, Zeyu Zhang, Jiazi Wang, Yang Zhao, and Hao Tang. 2025a. Vasevqa-3d: Benchmarking 3d vlms on ancient greek pottery. arXiv preprint arXiv:2510.04479. Ruicheng Zhang, Yu Sun, Zeyu Zhang, Jinai Li, Xiaofan Liu, Hoi Fan Au, Haowei Guo, and Puxin Yan. 2025b. Marl-mambacontour: Unleashing multi-agent deep reinfo",papers/md/2601.04687v1 (1).md
2026-03-03T22:59:52,A009,backward,,,,,arxiv,2102.00626,https://arxiv.org/abs/2102.00626,exclude,Web/infrastructure or non-trading background reference; excluded for agentic trading snowballing.,"o, C. Zou, and X. Cheng, “Flashot: a snapshot of flash loan attack guage models and autonomous agents with cryptographically on defi ecosystem,” arXiv preprint arXiv:2102.00626, 2021. verifiable, real-time data. Traditional LLMs, while powerful in [16] K.Qin,L.Zhou,B.Livshits,andA.Gervais,“Attackingthedefiecosystem with flash loans fo",papers/md/AI_Oracle_A_Blockchain-Powered_Oracle_for_LLMs_and_AI_Agents.md
2026-03-03T22:59:52,A009,backward,,,,,arxiv,2106.08157,https://arxiv.org/abs/2106.08157,exclude,Web/infrastructure or non-trading background reference; excluded for agentic trading snowballing.,"2022, pp. 30–46. [8] K. Qin, L. Zhou, Y. Afonin, L. Lazzaretti, and A. Gervais, “Cefi vs. defi–comparing centralized to decentralized finance,” arXiv preprint arXiv:2106.08157, 2021. 10 Authorized licensed use limited to: Universidad Federal de Pernambuco. Downloaded on March 03,2026 at 01:31:02 UTC from IEEE Xplore. Restrictions app",papers/md/AI_Oracle_A_Blockchain-Powered_Oracle_for_LLMs_and_AI_Agents.md
2026-03-03T22:59:52,A009,backward,,,,,arxiv,2401.03568,https://arxiv.org/abs/2401.03568,exclude,Web/infrastructure or non-trading background reference; excluded for agentic trading snowballing.,",N.Wake,R.Gong,J.S.Park,B.Sarkar,R.Taori, Y. Noda, D. Terzopoulos, Y. Choi et al., “Agent ai: Surveying the horizons of multimodal interaction,” arXiv preprint arXiv:2401.03568, 2024. [3] L. Weng, “Llm-powered autonomous agents,” lilianweng.github.io, Jun 2023. [Online]. Available: https://lilianweng.github.io/posts/2023-06-23agent/ [",papers/md/AI_Oracle_A_Blockchain-Powered_Oracle_for_LLMs_and_AI_Agents.md
2026-03-03T22:59:52,A009,backward,,,,,url,https://app.uniswap.org/,https://app.uniswap.org/,exclude,Web/infrastructure or non-trading background reference; excluded for agentic trading snowballing.,"gitization. and Infrastructures (DAPPS). IEEE, 2021, pp. 39–48. [13] Uniswap, “Uniswap — trade crypto and nfts safely on the top defi VI. CONCLUSION platform,” https://app.uniswap.org/, 2024. In this paper, we introduced AI Oracle as a trust-minimized, [14] Chainlink, “Chainlink: The industry-standard web3 services platform,” https://chain.lin",papers/md/AI_Oracle_A_Blockchain-Powered_Oracle_for_LLMs_and_AI_Agents.md
2026-03-03T22:59:52,A009,backward,,,,,url,https://chain.link/,https://chain.link/,exclude,Web/infrastructure or non-trading background reference; excluded for agentic trading snowballing.,"app.uniswap.org/, 2024. In this paper, we introduced AI Oracle as a trust-minimized, [14] Chainlink, “Chainlink: The industry-standard web3 services platform,” https://chain.link/, 2024. blockchain-powered infrastructure designed to augment lan- [15] Y. Cao, C. Zou, and X. Cheng, “Flashot: a snapshot of flash loan attack guage models and",papers/md/AI_Oracle_A_Blockchain-Powered_Oracle_for_LLMs_and_AI_Agents.md
2026-03-03T22:59:52,A009,backward,,,,,url,https://lilianweng.github.io/posts/2023-06-23agent/,https://lilianweng.github.io/posts/2023-06-23agent/,exclude,Web/infrastructure or non-trading background reference; excluded for agentic trading snowballing.,"timodal interaction,” arXiv preprint arXiv:2401.03568, 2024. [3] L. Weng, “Llm-powered autonomous agents,” lilianweng.github.io, Jun 2023. [Online]. Available: https://lilianweng.github.io/posts/2023-06-23agent/ [4] S. Nakamoto, “Bitcoin: A peer-to-peer electronic cash system,” Satoshi Nakamoto, 2008. [5] S.Zhai,Y.Yang,J.Li,C.Qiu,andJ.Zhao,“Researchontheapplication of",papers/md/AI_Oracle_A_Blockchain-Powered_Oracle_for_LLMs_and_AI_Agents.md
