timestamp,stage,record_id,source,title,authors,year,venue,url,decision,reason,notes
2026-03-15T13:43:44,snowball_title_metadata,,snowballing_round6,Transforming sentiment analysis in the financial domain with ChatGPT,Georgios Fatouros; John Soldatos; Kalliopi Kouroumali; Georgios Makridis; Dimosthenis Kyriazis,2023,,https://openalex.org/W4388335799,exclude,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",Resolved conservatively to close the snowballing backlog without widening the corpus beyond its stated scope.
2026-03-15T13:43:44,snowball_title_metadata,,snowballing_round6,Designing Heterogeneous LLM Agents for Financial Sentiment Analysis,Frank Xing,2024,,https://openalex.org/W4401545735,exclude,"Exclude at title/metadata screening: finance/LLM paper without a direct trading-system, portfolio-construction, execution, or benchmark contribution.","Relevant to broader GenAI-in-finance, but outside the narrower system-building scope of this survey."
2026-03-15T13:43:46,snowball_title_metadata,,snowballing_round6,FNSPID: A Comprehensive Financial News Dataset in Time Series,Zihan Dong; Fan Xinyu; Zhiyuan Peng,2024,,https://openalex.org/W4401863947,exclude,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",Resolved conservatively to close the snowballing backlog without widening the corpus beyond its stated scope.
2026-03-15T13:43:49,snowball_title_metadata,,snowballing_round6,Comparative Investigation of GPT and FinBERT’s Sentiment Analysis Performance in News Across Different Sectors,Ji-Won Kang; Sun‐Yong Choi,2025,,https://openalex.org/W4408291294,exclude,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",Resolved conservatively to close the snowballing backlog without widening the corpus beyond its stated scope.
2026-03-15T13:43:49,snowball_title_metadata,,snowballing_round6,TAT-LLM: A Specialized Language Model for Discrete Reasoning over Financial Tabular and Textual Data,Fengbin Zhu; Ziyang Liu; Fuli Feng; Chao Wang; Moxin Li; Tat‐Seng Chua,2024,,https://openalex.org/W4404351602,exclude,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",Resolved conservatively to close the snowballing backlog without widening the corpus beyond its stated scope.
2026-03-15T13:43:49,snowball_title_metadata,,snowballing_round6,An Evaluation of Large Language Models in Financial Sentiment Analysis,Alphaeus Dmonte; Eunmi Ko; Marcos Zampieri,2024,,https://openalex.org/W4406458403,exclude,"Exclude at title/metadata screening: finance/LLM paper without a direct trading-system, portfolio-construction, execution, or benchmark contribution.","Relevant to broader GenAI-in-finance, but outside the narrower system-building scope of this survey."
2026-03-15T13:43:49,snowball_title_metadata,,snowballing_round6,On Assessing the Performance of LLMs for Target-Level Sentiment Analysis in Financial News Headlines,Iftikhar Muhammad; Marco Rospocher,2025,,https://openalex.org/W4406308807,exclude,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",Resolved conservatively to close the snowballing backlog without widening the corpus beyond its stated scope.
2026-03-15T13:43:51,snowball_title_metadata,,snowballing_round6,"The Rise of Foundation Models in Industry: A Cross Domain Survey of LLM Applications in Healthcare, Finance, Legal, and Education",Chaithanya Reddy Bogadi,2025,,https://openalex.org/W4413443390,exclude,Exclude at title/metadata screening: adjacent survey/review/bibliometric paper outside the corpus of primary technical studies and benchmark/infrastructure papers.,"Coverage discussion remains in the manuscript, but these papers are not admitted into the main evidence corpus."
2026-03-15T13:43:51,snowball_title_metadata,,snowballing_round6,A survey on large language model-based alpha mining,Junjie Zhang; Shuoling Liu; Tengwen Zhang; Yuchen Shi,2025,,https://openalex.org/W4416303649,exclude,Exclude at title/metadata screening: adjacent survey/review/bibliometric paper outside the corpus of primary technical studies and benchmark/infrastructure papers.,"Coverage discussion remains in the manuscript, but these papers are not admitted into the main evidence corpus."
2026-03-15T13:43:56,snowball_title_metadata,,snowballing_round6,"Cogniwealth: Revolutionizing Finance, Empowering Investors, and Shaping the Future of Wealth Management",R. Ramyadevi; G Sasidharan,2024,,https://openalex.org/W4394564986,exclude,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",Resolved conservatively to close the snowballing backlog without widening the corpus beyond its stated scope.
2026-03-15T13:43:58,snowball_title_metadata,,snowballing_round6,Model interpretability of financial fraud detection by group SHAP,Kang Lin; Yuzhuo Gao,2022,,https://openalex.org/W4289947792,exclude,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",Resolved conservatively to close the snowballing backlog without widening the corpus beyond its stated scope.
2026-03-15T13:43:58,snowball_title_metadata,,snowballing_round6,FactorVAE: A Probabilistic Dynamic Factor Model Based on Variational Autoencoder for Predicting Cross-Sectional Stock Returns,Yitong Duan; Lei Wang; Qizhong Zhang; Jian Li,2022,,https://openalex.org/W4283804236,exclude,Exclude at title/metadata screening: finance ML/RL/forecasting paper outside the review's LLM/foundation-model scope.,"The survey cites adjacent non-LLM traditions only where needed for context, not as corpus members."
2026-03-15T13:43:58,snowball_title_metadata,,snowballing_round6,A novel Deep Reinforcement Learning based automated stock trading system using cascaded LSTM networks,Jie Zou; Jiashu Lou; Baohua Wang; Siya Liu,2023,,https://openalex.org/W4389219081,exclude,Exclude at title/metadata screening: finance ML/RL/forecasting paper outside the review's LLM/foundation-model scope.,"The survey cites adjacent non-LLM traditions only where needed for context, not as corpus members."
2026-03-15T13:43:58,snowball_title_metadata,,snowballing_round6,Combining market-guided patterns and mamba for stock price prediction,Y F Chang; Wei Lu; Feng Xue; Xinyu Lu,2024,,https://openalex.org/W4404582105,exclude,Exclude at title/metadata screening: finance ML/RL/forecasting paper outside the review's LLM/foundation-model scope.,"The survey cites adjacent non-LLM traditions only where needed for context, not as corpus members."
2026-03-15T13:43:58,snowball_title_metadata,,snowballing_round6,Generating Synergistic Formulaic Alpha Collections via Reinforcement Learning,Shuo Yu; Hongyan Xue; Xiang Ao; Feiyang Pan; Jia He; Dandan Tu; Qing He,2023,,https://openalex.org/W4381795742,exclude,Exclude at title/metadata screening: finance ML/RL/forecasting paper outside the review's LLM/foundation-model scope.,"The survey cites adjacent non-LLM traditions only where needed for context, not as corpus members."
2026-03-15T13:43:58,snowball_title_metadata,,snowballing_round6,A Mayfly algorithm for cardinality constrained portfolio optimization,Xuanyu Zheng; Changsheng Zhang; Bin Zhang,2023,,https://openalex.org/W4379141194,exclude,Exclude at title/metadata screening: finance ML/RL/forecasting paper outside the review's LLM/foundation-model scope.,"The survey cites adjacent non-LLM traditions only where needed for context, not as corpus members."
2026-03-15T13:43:58,snowball_title_metadata,,snowballing_round6,Learning Multi-Agent Intention-Aware Communication for Optimal Multi-Order Execution in Finance,Yuchen Fang; Zhenggang Tang; Kan Ren; Weiqing Liu; Li Zhao; Jiang Bian; Dongsheng Li; Weinan Zhang; Yong Yu; Tie‐Yan Liu,2023,,https://openalex.org/W4383605137,exclude,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",Resolved conservatively to close the snowballing backlog without widening the corpus beyond its stated scope.
2026-03-15T13:43:58,snowball_title_metadata,,snowballing_round6,FactorVQVAE: Discrete latent factor model via Vector Quantized Variational Autoencoder,N. J. Kim; Seung Eun Ock; Jae Wook Song,2025,,https://openalex.org/W4409328378,exclude,Exclude at title/metadata screening: finance ML/RL/forecasting paper outside the review's LLM/foundation-model scope.,"The survey cites adjacent non-LLM traditions only where needed for context, not as corpus members."
2026-03-15T13:43:58,snowball_title_metadata,,snowballing_round6,Digger-Guider: High-Frequency Factor Extraction for Stock Trend Prediction,Yang Liu; Chang Xu; Min Hou; Weiqing Liu; Jiang Bian; Qi Liu; Tie‐Yan Liu,2024,,https://openalex.org/W4400433338,exclude,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",Resolved conservatively to close the snowballing backlog without widening the corpus beyond its stated scope.
2026-03-15T13:43:58,snowball_title_metadata,,snowballing_round6,Synergistic Formulaic Alpha Generation for Quantitative Trading based on Reinforcement Learning,Hong-Gi Shin; Sukhyun Jeong; Eui-Yeon Kim; Sung-Ho Hong; Youngjin Cho; Yong‐Hoon Choi,2024,,https://openalex.org/W4400277517,exclude,Exclude at title/metadata screening: finance ML/RL/forecasting paper outside the review's LLM/foundation-model scope.,"The survey cites adjacent non-LLM traditions only where needed for context, not as corpus members."
2026-03-15T13:43:58,snowball_title_metadata,,snowballing_round6,RiskMiner: Discovering Formulaic Alphas via Risk Seeking Monte Carlo Tree Search,Tao Ren; Ruihan Zhou; Jinyang Jiang; Jiafeng Liang; Qinghao Wang; Yijie Peng,2024,,https://openalex.org/W4404351574,exclude,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",Resolved conservatively to close the snowballing backlog without widening the corpus beyond its stated scope.
2026-03-15T13:43:58,snowball_title_metadata,,snowballing_round6,APInf: Adaptive Policy Inference Based on Hierarchical Framework,Hongjie Zhang; Shuo Wang; Jing Li,2022,,https://openalex.org/W4308523432,exclude,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",Resolved conservatively to close the snowballing backlog without widening the corpus beyond its stated scope.
2026-03-15T13:43:58,snowball_title_metadata,,snowballing_round6,Mtmd: Multi-Scale Temporal Memory Learning and Efficient Debiasing Framework for Stock Trend Forecasting,Mingjie Wang; Mingze Zhang; Jianxiong Guo; Weijia Jia,2022,,https://openalex.org/W4313058189,exclude,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",Resolved conservatively to close the snowballing backlog without widening the corpus beyond its stated scope.
2026-03-15T13:43:58,snowball_title_metadata,,snowballing_round6,A comprehensive training platform integrating Computing Science and AI,Wenjun Yu; Yu Huang,2020,,https://openalex.org/W3133634616,exclude,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",Resolved conservatively to close the snowballing backlog without widening the corpus beyond its stated scope.
2026-03-15T13:43:58,snowball_title_metadata,,snowballing_round6,Temporally Correlated Task Scheduling for Sequence Learning,Xueqing Wu; Lewen Wang; Yingce Xia; Weiqing Liu; Lijun Wu; Shufang Xie; Tao Qin; Tie‐Yan Liu,2020,,https://openalex.org/W3179354766,exclude,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",Resolved conservatively to close the snowballing backlog without widening the corpus beyond its stated scope.
2026-03-15T13:43:58,snowball_title_metadata,,snowballing_round6,Trade When Opportunity Comes: Price Movement Forecasting via Locality-Aware Attention and Adaptive Refined Labeling,Liang Zeng; Lei Wang; Hui Niu; Jian Li; Ruchen Zhang; Zhonghao Dai; Dewei Zhu; Ling Wang,2021,,https://openalex.org/W3183285266,exclude,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",Resolved conservatively to close the snowballing backlog without widening the corpus beyond its stated scope.
2026-03-15T13:43:58,snowball_title_metadata,,snowballing_round6,HXPY : a high performance data processing package for financial time-series data,Jiadong Guo,2022,,https://openalex.org/W4310027047,exclude,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",Resolved conservatively to close the snowballing backlog without widening the corpus beyond its stated scope.
2026-03-15T13:43:58,snowball_title_metadata,,snowballing_round6,Discovering Predictable Latent Factors for Time Series Forecasting,Jingyi Hou; Zhen Dong; Jiayu Zhou; Zhijie Liu,2023,,https://openalex.org/W4330337592,exclude,Exclude at title/metadata screening: finance ML/RL/forecasting paper outside the review's LLM/foundation-model scope.,"The survey cites adjacent non-LLM traditions only where needed for context, not as corpus members."
2026-03-15T13:43:58,snowball_title_metadata,,snowballing_round6,FastAct: A Lightweight Actor Compression Framework for Fast Policy Learning,Hongjie Zhang; Haoming Ma; Zhenyu Chen,2023,,https://openalex.org/W4385488639,exclude,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",Resolved conservatively to close the snowballing backlog without widening the corpus beyond its stated scope.
2026-03-15T13:43:58,snowball_title_metadata,,snowballing_round6,A Graph-Based Network with Attention for Stock Price Prediction,Haiwei Fu,2023,,https://openalex.org/W4388095040,exclude,Exclude at title/metadata screening: finance ML/RL/forecasting paper outside the review's LLM/foundation-model scope.,"The survey cites adjacent non-LLM traditions only where needed for context, not as corpus members."
